SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500825,BRITANIA IND,A ,Q,4969,5057.25,4909.3,4953.75,4953.75,4960.9,1343,8102,40385656,
500830,COLGATE PALM,A ,Q,1058.55,1065,1045.4,1051.65,1053.95,1055.2,247,3926,4129368,
500840,EIH LTD.    ,B ,Q,168.6,170.9,166.9,170.15,170.9,167.2,91,2112,357283,
500850,INDIAN HOTEL,A ,Q,133.15,139.8,132.65,138.65,138.65,132.7,2619,174001,23843319,
500870,CASTROL     ,A ,Q,198,201.9,196.8,201.4,201.4,198.15,8501,218228,43749462,
500875,ITC LTD.    ,A ,Q,269,269,265.5,266.2,266.2,266.55,2669,412054,109665556,
500877,APOLLO TYRES,A ,Q,267.55,270.1,262.35,264.95,266.1,267.15,745,66180,17520496,
500878,CEAT LIMITED,A ,Q,1639,1639,1566,1574.25,1574.25,1614.4,1996,55468,87691904,
500940,FINOLEX IND.,A ,Q,650,653,645,646.65,646.5,650.45,149,103529,67235307,
500945,VALUE IND L ,Z ,Q,5.8,6.34,5.8,6.24,6.25,6.1,30,8244,49416,
501150,CENTRUM CAP ,B ,Q,64.55,66,64.1,64.65,64.65,64.35,692,598164,38871163,
501179,OSCAR INV.  ,X ,Q,125,125,113,113.15,113.15,124.65,165,8375,978533,
501242,TCI FINANCE ,B ,Q,31,32.35,29.65,30,30,31.75,427,41406,1259684,
501295,INDUS.INV.TR,B ,Q,108,108,108,108,108,113.4,4,538,58104,
501298,INDUS.&PRUD.,X ,Q,1224,1250,1224,1239,1230,1250,32,637,793343,
501301,TATA INVEST.,B ,Q,812,813,798,800.1,800.1,808.3,184,3021,2430594,
501343,MOTOR&GEN.FI,B ,Q,42.45,42.45,39.4,39.5,39.5,41.2,14,329,13043,
501370,WALCHAND PF ,X ,Q,128.85,131.4,128.85,131.1,131.4,131.45,19,750,97166,
501391,W.H.BRADY   ,X ,Q,176.05,184.9,176.05,184.35,184.9,176.1,6,35,6368,
501421,SOLIX TECHNO,XT,Q,119.2,124,119.2,120,120,121.6,10,318,38643,
501423,SHA ENG PLA ,X ,Q,1220,1239.95,1170,1184.65,1184.65,1208.15,111,3198,3827735,
501425,BOM.BURMAH  ,A ,Q,1528,1532,1475.1,1488,1486.85,1518.15,839,12850,19181371,
501455,GREAVES COTT,A ,Q,125.15,127.25,124.6,125.85,125.85,126.15,821,95037,11979271,
501477,MULLER & PHI,XT,Q,83,83.8,83,83.75,83.8,79.85,2,20,1675,
501700,INDIA NIVEH ,X ,Q,34.4,35,34.4,34.45,34.45,34.4,70,9855,339741,
501833,CHOWGULE ST ,XT,Q,15.01,15.63,14.31,14.86,15.3,14.9,22,5112,78767,
501848,GLOBAL OFFS ,B ,Q,32,32.7,31.5,32.45,32.45,32.25,36,4980,160206,
502015,ASSOC.STONE ,X ,Q,36.75,36.75,35.65,36.15,36.15,36.35,82,13314,482794,
502090,SAGAR CEM.  ,B ,Q,991.55,991.6,979.3,980.85,982.6,972.9,60,465,458324,
502137,DECAN CEMENT,B ,Q,572.25,579.8,556,556.6,556,576.8,39,818,469383,
502157,MANGALAM CEM,B ,Q,340,345,330,330.1,331,330.55,72,4882,1629094,
502165,OCL INDIA L ,B ,Q,1250,1275,1238.05,1248.15,1252.9,1243.7,148,2792,3510494,
502168,N C L IND.  ,B ,Q,229,235.6,229,230.6,230.6,228.85,132,5447,1259861,
502175,SAURAS.CEM. ,X ,Q,80.5,81,78,78.2,78.45,80.05,156,20425,1625447,
502180,SRI DIGV CEM,X ,Q,25.6,26.15,25.5,26,26.1,25.75,102,46576,1206979,
502219,BOROSIL GLAS,B ,Q,935,950.05,935,940.9,940.9,933.9,278,4590,4314830,
502281,TRIVENI GLAS,XT,Q,16.6,17.1,16.35,16.9,16.9,17.1,36,15555,257177,
502330,IPAPPM      ,B ,Q,317,318.1,313.75,314.05,314,316.35,89,3911,1232972,
502355,BALKRISH IND,A ,Q,1090.05,1095,1065.35,1075.75,1079,1085.15,1392,12472,13408035,
502407,NATH PULP   ,X ,Q,43,44,42.1,43.7,44,43.1,17,1167,50839,
502420,ORIENT PAPER,B ,Q,40.5,40.9,40.1,40.65,40.65,40.35,239,23060,933013,
502445,CITADEL     ,X ,Q,87,87,80.05,86.45,86.45,86.95,10,518,43436,
502448,ROLLATAINER ,B ,Q,6.15,6.15,5.91,5.96,5.96,5.86,17,5870,35131,
502450,SESHA.PAPER ,B ,Q,894,894,879.65,886.35,886.35,878.6,27,319,283028,
502587,RAMA PULP   ,X ,Q,53.6,53.6,52.5,53.05,53.15,52.5,46,8861,466875,
502742,SINTEX IND. ,A ,Q,21.2,21.35,20.9,20.95,21,21.25,694,318061,6700777,
502761,BLUE BLEND  ,B ,Q,26.5,26.5,25.2,25.85,25.9,25.6,20,3261,83507,
502820,DCM LTD.    ,B ,Q,99,100.65,97.15,98.3,97.7,99.1,52,2343,231262,
502865,FORBES & CO ,B ,Q,3280.1,3310,3255,3264.15,3276,3303.65,200,1510,4961407,
502893,UNITEDINT   ,X ,Q,20.6,20.6,20.6,20.6,20.6,19.7,1,120,2472,
502901,JAMSHRI RANJ,XT,Q,12.5,12.5,12.5,12.5,12.5,13.05,1,50,625,
502937,KESORAM IND ,B ,Q,132.4,133.7,128.5,129.05,129.05,132.95,320,24116,3153211,
502958,LAKSHMI MILL,X ,Q,3360.05,3498.95,3360.05,3370.9,3372.05,3498.4,5,22,75235,
502986,VARDH TEXT  ,B ,Q,1372,1400,1367.95,1379.25,1389,1385.95,132,923,1280104,
503031,PENLAND LTD ,B ,Q,28.65,29.3,28.1,28.4,28.4,28.9,330,94287,2692577,
503100,PHOENIX MILL,B ,Q,587.5,600.6,579.85,581.35,581.1,583.5,241,2882,1699378,
503101,MARATHON NEX,B ,Q,524.2,524.85,506,508.85,510,518.45,52,2435,1245710,
503162,REL.CHEMOTX ,X ,Q,101.95,101.95,93.35,94.05,94.35,98,42,1949,185755,
503169,RUBY MILLS  ,B ,Q,337.85,337.85,325.05,326.8,326.8,331,56,2774,918544,
503205,SHREERAM    ,XT,Q,41.5,41.5,41.5,41.5,41.5,40,2,395,16392,
503229,SIMPLEX REAL,X ,Q,112,112,112,112,112,112.85,1,39,4368,
503310,SWAN ENG    ,A ,Q,183.15,190,183.15,187.25,187,188,847,223024,42078691,
503349,VICTORIA MIL,X ,Q,3737,3798.9,3651.1,3798.9,3798.9,3900,9,13,48418,
503657,VEER ENERGY ,X ,Q,30,32.85,30,30.4,30.75,30.3,274,69707,2152083,
503691,SAHARA ONE  ,X ,Q,42.05,42.05,42.05,42.05,42.05,44.05,2,83,3490,
503722,BANSW.SYNTEX,B ,Q,115,119,113.2,114,114,116,51,1596,184936,
503804,SHRI DINESH ,X ,Q,172,184.25,172,184.25,184.25,175.5,43,5311,975108,
503806,SRF LIMITED ,A ,Q,1933.8,1940,1898,1905.4,1905.4,1925.2,279,7245,13901295,
503811,SIYARAM SILK,B ,Q,649,654,646.45,651.3,653.95,650.2,19,232,151301,
503831,FOMENTO HOTE,X ,Q,132.5,132.5,131.1,132.5,132.5,135,5,145,19131,
503837,SHREE RAJSYN,X ,Q,16.5,17.25,16.5,16.6,16.6,17.15,6,4350,74440,
503881,HIND.SYNTEX ,T ,Q,10.35,10.35,10.35,10.35,10.35,10.89,1,200,2070,
503960,BHARAT BIJLE,B ,Q,1530,1575,1522.3,1531.95,1531.95,1524.2,547,7339,11354381,
504000,ELPRO INTER ,X ,Q,51.05,51.5,49,49.95,49.05,51.05,36,9124,453860,
504008,EMCO LTD.   ,B ,Q,17.5,17.5,17.15,17.25,17.15,17.4,34,5171,89211,
504028,GEE LTD     ,X ,Q,47,49,46,48.35,48,47.15,46,12832,611830,
504036,HIND.RECT   ,B ,Q,138,138,130,131,131.1,139.05,8,128,17285,
504058,NIPPOBATRY  ,B ,Q,883.5,883.5,865,866.05,865,870,24,204,177216,
504067,ZENSAR TECH.,B ,Q,899,899,880.85,882.7,883.05,889.8,25,106,94284,
504076,JYOTI LTD.  ,X ,Q,48.5,49.9,48.5,49,49,49.85,16,5468,269728,
504084,KAYCEE IND  ,X ,Q,7605,7605,7605,7605,7605,7910,2,3,22815,
504092,INDOKEM LTD.,X ,Q,27.05,27.05,25.7,25.85,25.75,26.1,19,2020,53338,
504093,PANA ENERG  ,X ,Q,375,380,359,368.25,368.25,369.75,102,4006,1473309,
504112,NELCO LTD.  ,B ,Q,178.4,189.3,177.95,180.1,180.1,175.85,7803,511674,93878373,
504132,PERM MAGNETS,X ,Q,106.95,106.95,98,98.5,98,102,32,1215,121611,
504176,HIGH ENERGY ,X ,Q,471.6,494,471.6,494,494,494.9,2,11,5210,
504212,UNIV.CABLE  ,B ,Q,148.2,150.4,146.7,147.35,147.35,149.25,109,6855,1015593,
504220,W.S.INDUSTR.,B ,Q,7.27,7.27,6.99,6.99,6.99,6.94,4,503,3655,
504258,LAKSHMI ELEC,X ,Q,633,655,615.2,619.95,623,626.2,70,1324,831581,
504340,CONFINT     ,X ,Q,4.81,4.81,4.81,4.81,4.81,4.9,23,7050,33910,
504341,RELTD       ,X ,Q,37.7,37.7,36,36,36,36.1,15,748,27349,
504378,NYSSACORP   ,X ,Q,1.4,1.4,1.36,1.36,1.36,1.36,2,350,482,
504605,UNI ABEX    ,ST,Q,577.5,577.5,555,560,560,550,31,634,363598,
504614,SARDA ENMIN ,B ,Q,504.2,508.85,495,496.1,496.1,501.7,225,5147,2575191,
504646,BHAGWATI AUT,X ,Q,133.4,138,128,132.5,133,127.9,126,6389,853512,
504701,GONTER PEIP ,SS,Q,7.06,7.68,7.06,7.53,7.09,7.39,7,5036,37919,
504713,HIND.WIR LTD,X ,Q,45.95,45.95,45.95,45.95,45.95,48.35,4,1300,59735,
504741,IND.HUME PIP,B ,Q,380.8,381,373,374.85,377.1,379.45,37,545,204979,
504786,INVEST &PREC,X ,Q,449,449,435,439.55,440,440.2,45,2641,1158510,
504810,INFORMEDTEC ,X ,Q,52.35,52.35,52.35,52.35,52.35,49.9,2,100,5235,
504840,KAIRA CAN CO,XT,Q,1359,1469,1334,1469,1469,1404,5,180,243020,
504879,ORIENT ABRAS,B ,Q,45.95,46.4,45.25,45.7,45.5,44.7,70,8366,382871,
504903,RATHI ST    ,XT,Q,2.72,2.72,2.72,2.72,2.72,2.71,1,200,544,
504908,DUNCANENG   ,X ,Q,75.5,75.5,73,75,75,73.1,10,1180,88490,
504918,SANDUR MANG.,X ,Q,1263.9,1281.95,1250,1254.8,1250,1259.2,141,2194,2776479,
504959,STOVAC IND. ,X ,Q,2995,3085,2962,2988.45,2962.05,2943.7,37,233,700148,
504961,TATA YODOGAW,XT,Q,66.1,69.4,66.05,66.2,66.1,68.85,6,393,25982,
504966,TINPLATE    ,B ,Q,240.8,241.7,234.4,235.85,235.85,238.5,1055,102137,24255092,
504973,TIFHL       ,A ,Q,705.85,705.85,669.8,672.7,673.05,682,73,1083,735361,
504988,WELCAST     ,X ,Q,925,969.95,925,959.6,945,936,9,117,111814,
505010,AUTO AXLES  ,B ,Q,1573.15,1574,1540.1,1545.4,1554,1542.95,98,649,1008173,
505029,ATLAS CYCLES,T ,Q,202.9,202.9,198,200.1,201.4,193.25,78,4086,823044,
505036,AUTO COR.GOA,X ,Q,1238.4,1254,1201,1239.2,1239.2,1194.9,188,3018,3713393,
505075,SETCO AUTO  ,B ,Q,62.55,62.8,60.6,60.85,60.8,61.85,591,122655,7555606,
505141,SCOOTERS IND,XT,Q,48.85,49.95,48,49.95,49.95,47.6,58,7799,386238,
505160,TALBROS AUTO,B ,Q,294,296.4,289.15,292.9,291,294.35,58,1076,314212,
505163,ZF STEERING ,B ,Q,1134,1153.95,1096.5,1103.8,1103.8,1130.75,258,5970,6617722,
505192,SMLISUZU    ,B ,Q,828.6,828.65,805.8,809.9,806,818.6,102,1669,1360953,
505196,TIL LTD.    ,B ,Q,514.45,520.25,510,517.05,512.3,513.3,108,1498,772013,
505200,EICHER MOTOR,A ,Q,27274.05,27337.15,27050,27141.65,27150.6,27181.05,536,1323,35927253,
505230,CIMMCO      ,B ,Q,99.05,105.3,95.45,97.5,96.4,100.3,36,5895,582208,
505232,VELJAN      ,X ,Q,1015,1066.95,1015,1035.65,1035,1056.7,12,119,122838,
505242,DYNAMAT.TECH,B ,Q,1920,1955,1856.05,1903.85,1900,1907.85,393,1342,2562881,
505250,G.G.DANDEKAR,X ,Q,71.45,75.5,68.85,70.65,70.65,72.45,48,4558,329695,
505255,GMM PFAUDLER,X ,Q,719.95,719.95,695.5,709.7,702.1,719.55,93,2294,1613573,
505283,KIRLOSAR PN ,B ,Q,885,907,885,904.8,904.8,880.15,41,1117,1003525,
505299,KULK-POWER  ,X ,Q,61.1,62.4,58,61.35,60,59.45,139,21764,1333850,
505324,MANUGRAPH IN,B ,Q,51.5,51.7,50.05,50.25,50.25,52.7,17,1041,52982,
505343,MONOTYPE IND,X ,Q,2.2,2.2,2.2,2.2,2.2,2.2,9,6116,13455,
505355,NESCO LTD   ,B ,Q,600.85,601,590.65,593,593,597.95,282,5970,3560082,
505358,INTEGRA ENG ,X ,Q,55.55,56.7,55.35,55.5,55.35,56.3,40,8072,452207,
505368,REVATHI EQU.,B ,Q,613,620,613,620,620,612.55,8,190,117682,
505400,TEXINFRA    ,B ,Q,61.6,61.95,61.4,61.65,61.65,61.75,22,6209,382518,
505412,WENDT(INDIA),B ,Q,2800,2800,2750,2795.95,2795.95,2780.95,16,42,117191,
505502,PSITINFRA   ,X ,Q,55.8,55.8,54.7,54.95,54.95,55.8,71,34906,1932494,
505506,AXONVL      ,X ,Q,2.49,2.49,2.49,2.49,2.49,2.38,1,130,323,
505509,RESPON IND  ,B ,Q,45.15,45.8,44.8,45.4,45.45,44.65,117,6743,305881,
505515,SHYAMKAM INV,XT,Q,23.8,23.8,23.55,23.65,23.55,24.75,5,25,590,
505526,DOLAT INV.  ,X ,Q,10.64,10.64,10.64,10.64,10.64,10.64,7,4816,51242,
505533,WESTLIFE DEV,B ,Q,331.05,337.05,326.55,329.7,330,334.8,205,12897,4284799,
505537,ZEE ENTER   ,A ,Q,589.8,589.8,573.4,576.1,573.4,585.75,430,17386,10066703,
505576,GOLDCORP    ,X ,Q,55,56.05,52.2,52.2,52.2,55.6,4,452,24362,
505590,SVPGLOB     ,X ,Q,395,395,361.1,369.55,369.55,382.8,306,16749,6190530,
505650,SKYL MILLAR ,XT,Q,3.72,3.72,3.46,3.46,3.46,3.55,4,2700,9549,
505665,ANTIF BEARNG,X ,Q,453.9,453.9,446.1,450.4,451.5,449.75,40,1527,687020,
505681,BIMETAL BEAR,X ,Q,639,639,597,602.65,601,613.65,29,345,208609,
505688,BHARAT GEARS,B ,Q,196.95,197.2,193.4,195,193.8,195.85,64,2382,464156,
505693,LATIMMETAL  ,X ,Q,26.1,28.35,26.1,28.35,28.35,27,2,300,8167,
505700,ELECON ENG  ,B ,Q,89,89.6,86.45,86.8,86.85,88.5,467,60640,5285734,
505710,GRAUER& WEIL,B ,Q,66.15,66.95,65.2,65.45,65.45,66.6,747,116900,7698965,
505712,GUJ.AUTO GE ,X ,Q,292.9,303.8,292.9,296.05,296,291.15,15,386,114289,
505714,GABRIEL(I)  ,B ,Q,161.75,165,157.5,158.05,157.8,157.7,342,14070,2262379,
505720,HERC.HOISTS ,B ,Q,130.3,131.75,127.1,127.2,127.1,130.35,55,2794,358717,
505726,IFB IND.LTD.,B ,Q,1382.8,1442,1380,1436.65,1436.65,1375.45,302,3014,4249217,
505729,SINGER INDIA,X ,Q,54.5,56.9,53.7,54.25,54.25,53.95,864,260672,14323749,
505737,INTER.COMBUS,X ,Q,491,497,470.2,485.75,480,495,54,837,406459,
505744,FED MOG GOE ,B ,Q,494.95,502.9,485.35,500.85,498.05,486.25,115,1195,590977,
505750,JOSTS ENG.  ,X ,Q,1275,1275,1225.1,1260,1260,1270.4,12,74,92287,
505790,SCHAEFFLER  ,B ,Q,5275.05,5327.15,5230.3,5300,5300,5318.5,56,179,946167,
505800,RANE HOLDIN ,B ,Q,2520,2554,2520,2549.5,2554,2520.55,5,28,70698,
505827,SNL BEARINGS,X ,Q,375,375,365,372,372,373.85,21,495,182523,
505840,JAIPAN INDUS,XT,Q,49.3,50,46,46.05,46.05,47.85,27,2216,108892,
505850,MANCREDIT   ,SS,Q,3.81,4.24,3.75,3.95,3.9,3.98,91,160117,611059,
505854,TRF LTD.    ,B ,Q,221.7,225.3,220.05,220.35,220.05,223,54,3000,672510,
505872,WPIL LTD.   ,X ,Q,586,598.75,577,577.65,577.65,592.25,177,5673,3308927,
505890,KENNAMETAL  ,B ,Q,782.05,797.95,750.05,758.5,778.6,782.25,290,2062,1595098,
505978,TRITON VALVE,X ,Q,1858,1896.9,1840,1850.4,1840,1877.1,46,307,572527,
506016,JRIIIL      ,XT,Q,1.04,1.04,0.99,0.99,0.99,1.04,15,7976,7969,
506022,PRAKASH IND.,B ,Q,217.9,219.4,211.55,212.35,212.35,217.4,1848,190317,40834829,
506074,ARSHIYA     ,B ,Q,93.7,94.7,90.55,91.1,91.15,91.35,254,10950,1013031,
506076,GRIND NORTON,B ,Q,503.35,510,503.35,509.55,510,504.35,44,789,399097,
506079,LAKSHMI PREC,B ,Q,49.8,50,47.5,47.5,47.5,49,3,30,1473,
506105,STANROSE MAF,X ,Q,151,154,147,154,154,156,6,13,1947,
506109,GENESYS INT.,B ,Q,290,302,289.05,291.55,292.9,290.8,341,11885,3509342,
506122,PANKAJPIYUS ,X ,Q,56.75,67.1,56.75,65.65,66.5,61,29,1888,123725,
506128,PARNAXLAB   ,X ,Q,57,57,54,55.65,56.6,55.85,34,5762,316407,
506134,INTELL CAP  ,XT,Q,9.07,9.07,9.07,9.07,9.07,9.5,1,10,90,
506142,VYAPAR INDS ,X ,Q,37.7,37.7,35,35,35,35.95,5,1954,72050,
506146,VISAGAR POL ,B ,Q,1.23,1.23,1.23,1.23,1.23,1.18,2,2328,2863,
506184,KANANI IND  ,B ,Q,9.4,9.4,9.4,9.4,9.4,9.8,5,3200,30080,
506194,ARIH SUPER  ,B ,Q,144.2,144.5,137,137.9,137,141.7,329,99531,14047977,
506197,BLISSGVS PH ,B ,Q,200,200,192.4,193.45,194,196.9,602,61647,11948074,
506222,INEOSSTYRO  ,B ,Q,940.05,960,940,950,955.35,938.85,91,630,598970,
506235,ALEMBIC LTD.,B ,Q,63.75,64,62.2,62.45,62.45,62.75,541,104361,6568878,
506248,AMINES&PLAST,X ,Q,78,80.5,73.7,77.3,77.85,77.9,111,12074,933054,
506260,ANUH PHARMA ,X ,Q,167.1,170.5,167.1,169.05,169,169,52,5889,996155,
506261,MODISON MET.,X ,Q,68.1,70,66.05,66.35,66.05,68.7,127,28261,1887566,
506285,BAYER CROP  ,A ,Q,3875,3875,3790,3800,3790,3886.8,129,24609,93531314,
506390,CLARI CHEM  ,B ,Q,596.95,596.95,582,584.55,585.5,591.7,77,917,538400,
506395,COROM INTER ,A ,Q,548.4,558.25,537.65,543,543,542.65,529,13633,7489409,
506401,DEEPAK NITR.,B ,Q,263.75,263.75,259.2,260.75,262,260.65,288,10005,2607083,
506405,DHARAMSI CHM,X ,Q,104.5,106.75,104.5,105.35,105.35,105.1,37,23360,2459418,
506414,DIL LTD     ,X ,Q,3321.45,3321.45,3280,3321.45,3321.45,3321.45,39,2841,9435950,
506480,GOCLCORP    ,B ,Q,564,580,564,567.75,572.9,559.4,42,370,211180,
506520,JAYSHRI CHEM,X ,Q,14.75,14.95,14.55,14.6,14.7,14.65,45,13113,192482,
506522,JL MORISON  ,X ,Q,1529.9,1558.5,1452,1462.2,1456.25,1485,35,329,500805,
506525,KANORIA CHEM,B ,Q,79.2,79.75,77,77.45,77.3,79.1,86,8183,637374,
506528,KELTECH EN. ,X ,Q,1440,1441,1434.5,1434.75,1434.75,1436.25,17,296,426022,
506532,NITTA GELA  ,X ,Q,235.5,237.45,226,230.9,230.9,227.5,57,3604,823638,
506579,ORIENT.CARB.,B ,Q,1201,1212,1187,1192.1,1192,1201.05,44,406,484319,
506590,PHIL.CARBON ,B ,Q,1165,1218.5,1165,1208.45,1208.45,1165.9,3560,87694,105334425,
506597,AMAL PRODUCT,X ,Q,157,159.6,154.2,158.25,155.15,156.8,16,553,86922,
506605,POLYCHEM    ,X ,Q,368.3,421,368.3,392,392,390.35,17,173,67487,
506618,PUN.CHEM    ,B ,Q,415.9,420.9,410,410.05,410,417.1,167,5165,2149599,
506642,SADHANA NITR,XT,Q,218.75,218.75,218.75,218.75,218.75,218.75,18,1241,271468,
506655,SUDARSH.CHEM,B ,Q,421.2,426.65,421.2,422.4,423.7,424.85,272,3775,1598730,
506685,ULTRAMARINE ,X ,Q,325.15,339.95,325.15,333.45,335,331.45,69,4061,1349105,
506687,TRANSPEK    ,X ,Q,1263,1272,1248.65,1269.55,1263,1257.55,51,2168,2730840,
506690,UNICHEM LAB ,B ,Q,322.35,323.85,317.2,318.7,318.7,322.4,85,5328,1705175,
506720,ZANDUREALTY ,B ,Q,1977,2011.65,1965,1965,1965,1997.35,40,221,438217,
506734,MYS PETRO   ,X ,Q,136.85,136.85,129.1,132.1,134,130.65,25,1002,131917,
506767,ALKYL AMINES,B ,Q,618,639.9,617.95,631.7,635,603.05,89,5386,3365192,
506808,TUTICORIN.  ,XT,Q,12.6,12.63,11.62,11.91,11.91,12.05,9,8651,105227,
506820,ASTRAZEN.PH.,B ,Q,1024.25,1026.15,1012.5,1013,1012.5,1015.85,35,350,355816,
506852,PUN.ALKALI  ,X ,Q,24.15,24.15,22.75,24.15,24.15,23,110,279519,6687877,
506854,TANFAC IND. ,X ,Q,122.35,125.75,120.05,121.4,121.4,119.8,273,35264,4361512,
506858,GUJ.PETRO   ,XT,Q,22.85,22.85,22.3,22.3,22.3,22.85,7,1571,35624,
506863,SWADESHI IND,X ,Q,1.3,1.3,1.3,1.3,1.3,1.3,32,14494,18842,
506879,GUJ.THEMIS. ,X ,Q,46,46.4,45,45.4,45.4,43.3,86,8184,374808,
506910,JAYSN DYEST ,X ,Q,74,74,74,74,74,76,11,400,29600,
506919,MAKERS LAB. ,X ,Q,81,81,79.05,79.2,79.5,81.35,29,958,76093,
506943,J.B.CHEMICAL,B ,Q,314.4,319.95,310.05,317.35,317.35,315.2,100,2978,936785,
506981,BL.CHIP TEX ,X ,Q,241.15,241.15,220,222.15,225.95,229.7,206,10236,2365675,
507155,JAGATJIT IND,XT,Q,78.3,78.3,75.6,77.55,75.6,79.55,13,2525,195772,
507180,KESAR ENT.  ,B ,Q,57,59.5,55.5,58.25,57.35,59,62,151329,8736163,
507205,TILAKNAG IND,B ,Q,18.6,18.6,17.45,17.5,17.55,17.8,74,21415,380830,
507315,SAKTHI SUGAR,B ,Q,20.9,20.9,20.55,20.6,20.65,20.75,27,5752,118556,
507410,WALCHANDNGR ,B ,Q,190,191.05,184.65,185.3,185.3,188.4,654,46316,8678158,
507435,KHOD.INDIA  ,XT,Q,73,75,72,75,75,71.6,21,1775,132337,
507438,IFB AGRO    ,B ,Q,707,707,682,695.9,695.9,692.75,8,234,163645,
507442,DHARANI SUG ,B ,Q,22.85,22.85,22.5,22.5,22.5,22.75,7,2750,62137,
507450,THIRU A.SUG.,B ,Q,41.45,42.85,41.45,42.25,42.2,43,20,7900,332760,
507474,KOTHARI FERM,X ,Q,52.7,54.6,50.75,53.75,54.45,50.3,42,3499,184351,
507488,G.M.BREWERI ,B ,Q,928.45,928.45,902.65,908.95,909,924.3,178,2330,2124742,
507490,RANA SUGARS ,B ,Q,6.07,6.11,5.91,5.94,5.96,6.11,150,108789,653284,
507498,PICCADILY SU,X ,Q,6.71,6.81,6.71,6.8,6.8,7.11,12,1190,8087,
507508,RIGA SUGAR  ,X ,Q,12.69,12.69,11.65,11.95,11.95,12.02,12,815,9677,
507514,SOM DISTILL.,B ,Q,247,249.2,241.45,243.75,244.65,246.4,177,8669,2130479,
507525,AMRIT CORP  ,X ,Q,1350.3,1350.3,1273.4,1340,1340,1286,11,17,22004,
507526,ASSO.ALCOHOL,X ,Q,270,275,270,270.65,270.1,275,234,12379,3357878,
507552,FOODS & INNS,X ,Q,1450,1450,1340,1345.65,1340,1433.55,61,904,1259500,
507580,IVP LIMITED ,B ,Q,218.65,222.1,212,212.7,212,218,65,3908,845026,
507598,KLRF LTD    ,X ,Q,79,79,74.6,75.05,74.6,78.1,26,1268,95774,
507609,OLYMPIC OIL ,XT,Q,137,140.75,127.45,138.65,140.75,134.15,23,1390,180371,
507621,MILKFOOD    ,X ,Q,540,565,511.1,542.15,542.15,531.75,163,2600,1403479,
507645,POLSON LTD. ,X ,Q,17400,17549.9,17052.65,17052.65,17052.65,17400.65,41,132,2254988,
507649,RASOI LTD.  ,X ,Q,38999.95,38999.95,36600,37000,37000,36650,17,24,889600,
507685,WIPRO LTD.  ,A ,Q,292.1,294.4,291,292.4,292.4,291.9,3457,400372,117056734,
507690,ORIENT BEVER,X ,Q,103,108.5,103,103,103,101.15,12,774,79797,
507717,DHAN AGRI   ,B ,Q,647,647,631,639.05,637.5,646.6,60,493,314286,
507747,TTK HEALTHCA,B ,Q,1257.1,1260,1206.1,1212.5,1218.9,1260.1,207,1796,2208499,
507753,TGVSL       ,X ,Q,58.05,59,56.5,57.15,57.5,57.75,498,190535,10992983,
507759,LIME CHEM.  ,Z ,Q,68.35,71.6,68.35,69.15,69.15,71.6,4,250,17370,
507779,KANPUR PLAST,X ,Q,142,142,134,135.75,135.15,138.5,116,7054,962599,
507785,TAINWALA CH.,B ,Q,99,100,98,100,100,100,7,365,36036,
507789,JAGSON PHAR ,B ,Q,33.9,33.9,31.4,31.55,31.55,32.75,30,1540,48783,
507794,KHAITAN CHEM,X ,Q,17.5,17.85,17.2,17.4,17.4,17.45,60,18164,316096,
507813,NATI. OXYGEN,X ,Q,42.4,44,41.4,41.6,41.4,42.7,13,160,6803,
507815,GILLETTE (I),B ,Q,6669.45,6669.45,6630.6,6649.2,6631,6641.8,30,60,399125,
507817,WIRES FABRIK,X ,Q,131.9,131.9,118,118,118,120,13,194,23028,
507828,ANSAL HOUS. ,B ,Q,23.7,23.95,22.9,23.1,23.45,23.55,29,7547,174076,
507833,COMPUTER PNT,X ,Q,1.04,1.14,1.04,1.14,1.14,1.09,3,6475,7181,
507864,PION INVEST ,X ,Q,46.75,46.9,45.05,45.65,45.5,47.45,28,4560,209371,
507878,UNITECH LTD ,B ,Q,7.36,7.48,7.1,7.18,7.17,7.34,1575,3191146,23214584,
507880,VIP INDUS.  ,A ,Q,356.85,357.6,345.5,346.65,347.95,353.7,744,27882,9789572,
507910,FIBERWB IN  ,X ,Q,155.55,157.5,152,154.1,154.1,155.8,393,37928,5852763,
507912,LKP FIN     ,X ,Q,116,123,115.15,119.9,120,117.55,168,16268,1969887,
507944,BAJAJ STEEL ,X ,Q,205,205,200,201.3,201.3,202.25,30,1902,383628,
507948,KEY CORP.LTD,XT,Q,28.3,28.3,28.3,28.3,28.3,28.85,1,5,141,
507960,GUJ.HOTELS  ,X ,Q,127.75,127.75,120.6,120.95,120.6,122.5,52,3534,431686,
507981,JINDAL HOTL ,X ,Q,69.75,71.8,67.5,67.85,68,69.25,10,5572,384760,
507998,SIMMONDS-MAR,X ,Q,126,127.3,123,123.75,123,125.75,198,19044,2390641,
508136,BNALTD      ,X ,Q,281.05,287.6,280.5,287.6,287.6,287.7,10,900,255432,
508486,HAWKINS COOK,B ,Q,2855.05,2894.95,2845,2850.3,2845,2890.7,86,2384,6842976,
508494,WARREN TEA  ,X ,Q,109.1,109.85,104.65,106.85,106.95,108.85,26,823,87823,
